event_id,customer_id,event_date,event_type,plan_price,mrr_delta
617,645,2025-02-25,signup,5.99,5.99
618,645,2025-04-26,cancel,5.99,-5.99
619,646,2024-06-02,signup,5.99,5.99
620,647,2025-11-11,signup,5.99,5.99
621,648,2025-01-10,signup,5.99,5.99
622,650,2024-05-07,signup,5.99,5.99
623,650,2025-01-02,cancel,5.99,-5.99
624,651,2024-09-11,signup,5.99,5.99
625,651,2025-07-08,cancel,5.99,-5.99
626,652,2024-07-26,signup,5.99,5.99
627,654,2025-01-12,signup,5.99,5.99
628,654,2025-03-13,cancel,5.99,-5.99
629,655,2025-03-05,signup,5.99,5.99
630,656,2025-08-19,signup,5.99,5.99
631,656,2025-10-18,cancel,5.99,-5.99
632,657,2024-12-11,signup,5.99,5.99
633,658,2025-07-21,signup,5.99,5.99
634,659,2024-08-22,signup,5.99,5.99
635,660,2025-03-11,signup,5.99,5.99
636,661,2024-03-31,signup,5.99,5.99
637,661,2024-08-28,cancel,5.99,-5.99
638,662,2024-12-16,signup,5.99,5.99
639,663,2024-04-20,signup,5.99,5.99
640,663,2025-06-14,cancel,5.99,-5.99
641,664,2024-08-08,signup,5.99,5.99
642,664,2024-10-07,cancel,5.99,-5.99
643,667,2025-05-16,signup,5.99,5.99
644,668,2024-09-23,signup,5.99,5.99
645,668,2025-03-22,cancel,5.99,-5.99
646,670,2024-06-05,signup,5.99,5.99
647,670,2024-08-04,cancel,5.99,-5.99
648,671,2025-02-15,signup,5.99,5.99
649,673,2025-04-07,signup,5.99,5.99
650,674,2024-11-14,signup,5.99,5.99
651,674,2024-12-14,cancel,5.99,-5.99
652,675,2024-10-23,signup,5.99,5.99
653,676,2024-05-09,signup,5.99,5.99
654,676,2024-09-06,cancel,5.99,-5.99
655,677,2024-10-25,signup,5.99,5.99
656,677,2024-11-24,cancel,5.99,-5.99
657,678,2024-10-15,signup,5.99,5.99
658,679,2025-05-14,signup,5.99,5.99
659,679,2025-12-10,cancel,5.99,-5.99
660,681,2024-07-16,signup,5.99,5.99
661,681,2024-08-15,cancel,5.99,-5.99
662,682,2025-07-01,signup,5.99,5.99
663,683,2025-08-24,signup,5.99,5.99
664,684,2025-05-14,signup,5.99,5.99
665,685,2024-06-19,signup,5.99,5.99
666,686,2024-10-03,signup,5.99,5.99
667,686,2025-11-27,cancel,5.99,-5.99
668,687,2024-06-23,signup,5.99,5.99
669,687,2024-08-22,cancel,5.99,-5.99
670,688,2024-02-03,signup,5.99,5.99
671,690,2025-01-15,signup,5.99,5.99
672,690,2025-06-14,cancel,5.99,-5.99
673,691,2024-10-23,signup,5.99,5.99
674,692,2025-12-15,signup,5.99,5.99
675,693,2025-06-28,signup,5.99,5.99
676,694,2025-10-06,signup,5.99,5.99
677,695,2025-04-23,signup,5.99,5.99
678,695,2025-11-19,cancel,5.99,-5.99
679,696,2025-09-06,signup,5.99,5.99
680,697,2025-04-04,signup,5.99,5.99
681,699,2024-11-23,signup,5.99,5.99
682,700,2024-09-01,signup,5.99,5.99
683,700,2025-01-29,cancel,5.99,-5.99
684,703,2025-05-07,signup,5.99,5.99
685,703,2025-11-03,cancel,5.99,-5.99
686,704,2024-08-20,signup,5.99,5.99
687,705,2025-11-15,signup,5.99,5.99
688,706,2025-03-05,signup,5.99,5.99
689,706,2025-06-03,cancel,5.99,-5.99
690,707,2024-05-31,signup,5.99,5.99
691,710,2024-02-27,signup,5.99,5.99
692,710,2024-05-27,cancel,5.99,-5.99
693,711,2024-05-22,signup,5.99,5.99
694,711,2025-11-13,cancel,5.99,-5.99
695,712,2024-04-01,signup,5.99,5.99
696,712,2024-05-01,cancel,5.99,-5.99
697,713,2025-04-08,signup,5.99,5.99
698,715,2025-05-31,signup,5.99,5.99
699,716,2024-07-18,signup,5.99,5.99
700,718,2024-11-06,signup,5.99,5.99
701,720,2024-10-19,signup,5.99,5.99
702,723,2025-03-19,signup,5.99,5.99
703,724,2024-12-25,signup,5.99,5.99
704,725,2024-04-14,signup,5.99,5.99
705,726,2025-04-04,signup,5.99,5.99
706,729,2024-11-25,signup,5.99,5.99
707,730,2025-06-02,signup,5.99,5.99
708,730,2025-09-30,cancel,5.99,-5.99
709,731,2024-04-28,signup,5.99,5.99
710,732,2024-01-17,signup,5.99,5.99
711,732,2025-03-12,cancel,5.99,-5.99
712,733,2025-02-16,signup,5.99,5.99
713,734,2024-03-07,signup,5.99,5.99
714,734,2025-06-30,cancel,5.99,-5.99
715,735,2025-05-16,signup,5.99,5.99
716,736,2025-08-20,signup,5.99,5.99
717,737,2024-05-17,signup,5.99,5.99
718,737,2024-08-15,cancel,5.99,-5.99
719,739,2025-02-02,signup,5.99,5.99
720,740,2024-11-30,signup,5.99,5.99
721,741,2024-05-11,signup,5.99,5.99
722,742,2024-08-30,signup,5.99,5.99
723,743,2024-12-06,signup,5.99,5.99
724,743,2025-04-05,cancel,5.99,-5.99
725,744,2024-11-29,signup,5.99,5.99
726,747,2024-09-21,signup,5.99,5.99
727,748,2024-07-16,signup,5.99,5.99
728,749,2025-02-25,signup,5.99,5.99
729,750,2024-08-20,signup,5.99,5.99
730,751,2025-05-14,signup,5.99,5.99
731,751,2025-07-13,cancel,5.99,-5.99
732,752,2024-04-11,signup,5.99,5.99
733,753,2025-08-23,signup,5.99,5.99
734,754,2025-02-11,signup,5.99,5.99
735,754,2025-04-12,cancel,5.99,-5.99
736,755,2024-12-12,signup,5.99,5.99
737,755,2025-06-10,cancel,5.99,-5.99
738,756,2025-08-01,signup,5.99,5.99
739,756,2025-09-30,cancel,5.99,-5.99
740,757,2024-05-03,signup,5.99,5.99
741,758,2025-02-07,signup,5.99,5.99
742,758,2025-08-06,cancel,5.99,-5.99
743,759,2024-07-10,signup,5.99,5.99
744,759,2025-12-02,cancel,5.99,-5.99
745,760,2024-06-05,signup,5.99,5.99
746,760,2024-07-05,cancel,5.99,-5.99
747,762,2024-06-15,signup,5.99,5.99
748,762,2024-09-13,cancel,5.99,-5.99
749,763,2024-08-08,signup,5.99,5.99
750,763,2024-10-07,cancel,5.99,-5.99
751,764,2024-04-28,signup,5.99,5.99
752,765,2024-08-17,signup,5.99,5.99
753,765,2025-01-14,cancel,5.99,-5.99
754,768,2025-09-19,signup,5.99,5.99
755,769,2025-04-23,signup,5.99,5.99
756,770,2024-10-13,signup,5.99,5.99
757,771,2025-06-25,signup,5.99,5.99
758,771,2025-08-24,cancel,5.99,-5.99
759,772,2025-03-23,signup,5.99,5.99
760,772,2025-04-22,cancel,5.99,-5.99
761,773,2025-03-12,signup,5.99,5.99
762,774,2025-04-05,signup,5.99,5.99
763,774,2025-05-05,cancel,5.99,-5.99
764,775,2024-09-17,signup,5.99,5.99
765,775,2024-11-16,cancel,5.99,-5.99
766,776,2024-07-19,signup,5.99,5.99
767,776,2025-11-11,cancel,5.99,-5.99
768,781,2024-11-16,signup,5.99,5.99
769,782,2024-08-06,signup,5.99,5.99
770,783,2024-12-05,signup,5.99,5.99
771,784,2024-12-03,signup,5.99,5.99
772,785,2024-08-19,signup,5.99,5.99
773,786,2025-06-13,signup,5.99,5.99
774,786,2025-07-13,cancel,5.99,-5.99
775,787,2024-07-12,signup,5.99,5.99
776,788,2025-06-01,signup,5.99,5.99
777,789,2025-04-24,signup,5.99,5.99
778,789,2025-05-24,cancel,5.99,-5.99
779,791,2025-03-13,signup,5.99,5.99
780,791,2025-07-11,cancel,5.99,-5.99
781,794,2025-04-23,signup,5.99,5.99
782,794,2025-05-23,cancel,5.99,-5.99
783,795,2025-07-03,signup,5.99,5.99
784,796,2024-10-16,signup,5.99,5.99
785,796,2025-01-14,cancel,5.99,-5.99
786,798,2024-11-23,signup,5.99,5.99
787,799,2025-02-22,signup,5.99,5.99
788,799,2025-03-24,cancel,5.99,-5.99
789,800,2024-06-01,signup,5.99,5.99
790,800,2025-09-24,cancel,5.99,-5.99
791,801,2025-01-09,signup,5.99,5.99
792,802,2024-03-01,signup,5.99,5.99
793,803,2025-07-16,signup,5.99,5.99
794,803,2025-08-15,cancel,5.99,-5.99
795,804,2024-07-20,signup,5.99,5.99
796,804,2024-12-17,cancel,5.99,-5.99
797,805,2024-12-20,signup,5.99,5.99
798,808,2025-05-03,signup,5.99,5.99
799,809,2024-08-09,signup,5.99,5.99
800,810,2024-12-27,signup,5.99,5.99
801,810,2025-01-26,cancel,5.99,-5.99
802,811,2025-06-10,signup,5.99,5.99
803,812,2025-06-22,signup,5.99,5.99
804,813,2024-12-27,signup,5.99,5.99
805,813,2025-10-23,cancel,5.99,-5.99
806,815,2024-03-28,signup,5.99,5.99
807,815,2024-06-26,cancel,5.99,-5.99
808,816,2025-02-09,signup,5.99,5.99
809,816,2025-07-09,cancel,5.99,-5.99
810,817,2025-07-09,signup,5.99,5.99
811,818,2025-05-13,signup,5.99,5.99
812,818,2025-07-12,cancel,5.99,-5.99
813,820,2024-06-14,signup,5.99,5.99
814,820,2024-10-12,cancel,5.99,-5.99
815,821,2024-08-11,signup,5.99,5.99
816,822,2024-08-03,signup,5.99,5.99
817,822,2024-09-02,cancel,5.99,-5.99
818,824,2024-04-20,signup,5.99,5.99
819,825,2024-08-30,signup,5.99,5.99
820,826,2024-06-04,signup,5.99,5.99
821,826,2024-11-01,cancel,5.99,-5.99
822,828,2025-03-17,signup,5.99,5.99
823,828,2025-04-16,cancel,5.99,-5.99
824,830,2024-06-05,signup,5.99,5.99
825,831,2024-04-27,signup,5.99,5.99
826,837,2024-07-28,signup,5.99,5.99
827,837,2024-08-27,cancel,5.99,-5.99
828,838,2025-06-12,signup,5.99,5.99
829,840,2024-09-08,signup,5.99,5.99
830,841,2025-02-10,signup,5.99,5.99
831,842,2025-01-06,signup,5.99,5.99
832,843,2024-11-03,signup,5.99,5.99
833,844,2025-01-02,signup,5.99,5.99
834,845,2024-08-25,signup,5.99,5.99
835,845,2024-11-23,cancel,5.99,-5.99
836,846,2025-01-23,signup,5.99,5.99
837,846,2025-02-22,cancel,5.99,-5.99
838,848,2025-04-23,signup,5.99,5.99
839,849,2024-05-13,signup,5.99,5.99
840,850,2024-07-08,signup,5.99,5.99
841,851,2024-08-01,signup,5.99,5.99
842,852,2025-07-28,signup,5.99,5.99
843,853,2025-07-05,signup,5.99,5.99
844,854,2024-04-29,signup,5.99,5.99
845,855,2024-07-19,signup,5.99,5.99
846,855,2024-12-16,cancel,5.99,-5.99
847,858,2024-05-10,signup,5.99,5.99
848,858,2025-03-06,cancel,5.99,-5.99
849,860,2024-12-21,signup,5.99,5.99
850,861,2024-06-24,signup,5.99,5.99
851,863,2025-04-03,signup,5.99,5.99
852,863,2025-05-03,cancel,5.99,-5.99
853,865,2025-04-03,signup,5.99,5.99
854,865,2025-06-02,cancel,5.99,-5.99
855,866,2024-08-29,signup,5.99,5.99
856,867,2025-10-06,signup,5.99,5.99
857,868,2024-09-23,signup,5.99,5.99
858,869,2025-01-28,signup,5.99,5.99
859,869,2025-02-27,cancel,5.99,-5.99
860,870,2024-11-13,signup,5.99,5.99
861,871,2024-11-10,signup,5.99,5.99
862,872,2024-07-09,signup,5.99,5.99
863,874,2024-12-28,signup,5.99,5.99
864,875,2025-06-04,signup,5.99,5.99
865,876,2025-09-27,signup,5.99,5.99
866,878,2024-09-30,signup,5.99,5.99
867,880,2024-11-10,signup,5.99,5.99
868,882,2025-01-18,signup,5.99,5.99
869,882,2025-03-19,cancel,5.99,-5.99
870,883,2024-07-04,signup,5.99,5.99
871,884,2024-10-05,signup,5.99,5.99
872,884,2025-01-03,cancel,5.99,-5.99
873,885,2025-03-03,signup,5.99,5.99
874,887,2024-04-08,signup,5.99,5.99
875,889,2025-07-24,signup,5.99,5.99
876,890,2025-02-03,signup,5.99,5.99
877,891,2025-05-07,signup,5.99,5.99
878,891,2025-09-04,cancel,5.99,-5.99
879,892,2025-01-12,signup,5.99,5.99
880,892,2025-12-08,cancel,5.99,-5.99
881,893,2024-10-30,signup,5.99,5.99
882,893,2024-11-29,cancel,5.99,-5.99
883,895,2024-11-18,signup,5.99,5.99
884,897,2025-10-10,signup,5.99,5.99
885,901,2024-12-16,signup,5.99,5.99
886,902,2024-08-19,signup,5.99,5.99
887,902,2024-09-18,cancel,5.99,-5.99
888,903,2025-09-03,signup,5.99,5.99
889,903,2025-12-02,cancel,5.99,-5.99
890,905,2025-01-10,signup,5.99,5.99
891,906,2024-07-31,signup,5.99,5.99
892,909,2025-05-12,signup,5.99,5.99
893,909,2025-06-11,cancel,5.99,-5.99
894,910,2024-03-08,signup,5.99,5.99
895,910,2024-12-03,cancel,5.99,-5.99
896,911,2025-02-25,signup,5.99,5.99
897,912,2024-07-17,signup,5.99,5.99
898,914,2025-09-29,signup,5.99,5.99
899,917,2025-02-26,signup,5.99,5.99
900,920,2024-09-27,signup,5.99,5.99
901,922,2024-06-03,signup,5.99,5.99
902,922,2025-03-30,cancel,5.99,-5.99
903,925,2024-06-15,signup,5.99,5.99
904,927,2024-08-15,signup,5.99,5.99
905,930,2024-12-23,signup,5.99,5.99
906,930,2025-12-18,cancel,5.99,-5.99
907,932,2024-11-17,signup,5.99,5.99
908,934,2025-06-20,signup,5.99,5.99
909,935,2024-06-09,signup,5.99,5.99
910,937,2024-09-12,signup,5.99,5.99
911,938,2025-09-30,signup,5.99,5.99
912,939,2025-02-18,signup,5.99,5.99
913,940,2024-04-27,signup,5.99,5.99
914,940,2025-05-22,cancel,5.99,-5.99
915,942,2024-12-24,signup,5.99,5.99
916,943,2024-11-12,signup,5.99,5.99
917,943,2024-12-12,cancel,5.99,-5.99
918,944,2024-11-20,signup,5.99,5.99
919,945,2024-05-19,signup,5.99,5.99
920,945,2024-10-16,cancel,5.99,-5.99
921,946,2025-03-08,signup,5.99,5.99
922,946,2025-05-07,cancel,5.99,-5.99
923,947,2024-10-10,signup,5.99,5.99
924,948,2025-03-26,signup,5.99,5.99
925,949,2025-01-08,signup,5.99,5.99
926,950,2024-08-25,signup,5.99,5.99
927,951,2024-05-13,signup,5.99,5.99
928,952,2025-08-20,signup,5.99,5.99
929,952,2025-11-18,cancel,5.99,-5.99
930,953,2024-08-23,signup,5.99,5.99
931,953,2025-06-19,cancel,5.99,-5.99
932,954,2024-06-15,signup,5.99,5.99
933,954,2024-07-15,cancel,5.99,-5.99
934,955,2024-06-14,signup,5.99,5.99
935,955,2025-10-07,cancel,5.99,-5.99
936,956,2025-08-04,signup,5.99,5.99
937,957,2024-08-01,signup,5.99,5.99
938,959,2024-05-15,signup,5.99,5.99
939,960,2024-09-18,signup,5.99,5.99
940,961,2024-11-09,signup,5.99,5.99
941,961,2025-01-08,cancel,5.99,-5.99
942,963,2024-09-24,signup,5.99,5.99
943,963,2025-01-22,cancel,5.99,-5.99
944,965,2024-11-02,signup,5.99,5.99
945,965,2025-01-01,cancel,5.99,-5.99
946,966,2025-05-17,signup,5.99,5.99
947,967,2025-06-09,signup,5.99,5.99
948,967,2025-07-09,cancel,5.99,-5.99
949,968,2024-10-13,signup,5.99,5.99
950,969,2024-12-03,signup,5.99,5.99
951,970,2025-12-08,signup,5.99,5.99
952,971,2024-07-06,signup,5.99,5.99
953,971,2024-10-04,cancel,5.99,-5.99
954,972,2024-09-26,signup,5.99,5.99
955,975,2025-08-24,signup,5.99,5.99
956,976,2024-10-05,signup,5.99,5.99
957,977,2024-04-11,signup,5.99,5.99
958,979,2024-03-25,signup,5.99,5.99
959,979,2024-05-24,cancel,5.99,-5.99
960,980,2024-11-06,signup,5.99,5.99
961,981,2024-11-16,signup,5.99,5.99
962,981,2025-03-16,cancel,5.99,-5.99
963,982,2024-12-31,signup,5.99,5.99
964,982,2025-01-30,cancel,5.99,-5.99
965,984,2024-10-08,signup,5.99,5.99
966,986,2024-06-29,signup,5.99,5.99
967,987,2024-05-15,signup,5.99,5.99
968,988,2024-10-13,signup,5.99,5.99
969,989,2025-04-25,signup,5.99,5.99
970,989,2025-12-21,cancel,5.99,-5.99
971,990,2024-05-27,signup,5.99,5.99
972,991,2024-04-02,signup,5.99,5.99
973,994,2025-11-28,signup,5.99,5.99
974,995,2024-12-13,signup,5.99,5.99
975,995,2025-01-12,cancel,5.99,-5.99
976,997,2024-09-21,signup,5.99,5.99
977,997,2024-10-21,cancel,5.99,-5.99
978,998,2024-05-13,signup,5.99,5.99
979,1000,2024-12-14,signup,5.99,5.99
980,1001,2024-05-09,signup,5.99,5.99
981,1003,2024-10-23,signup,5.99,5.99
982,1003,2025-02-20,cancel,5.99,-5.99
983,1005,2024-11-24,signup,5.99,5.99
984,1005,2025-02-22,cancel,5.99,-5.99
985,1006,2024-05-06,signup,5.99,5.99
986,1007,2025-05-16,signup,5.99,5.99
987,1009,2024-05-13,signup,5.99,5.99
988,1010,2024-08-12,signup,5.99,5.99
989,1011,2024-07-10,signup,5.99,5.99
990,1011,2024-12-07,cancel,5.99,-5.99
991,1013,2025-03-17,signup,5.99,5.99
992,1014,2024-07-13,signup,5.99,5.99
993,1014,2025-01-09,cancel,5.99,-5.99
994,1015,2025-02-13,signup,5.99,5.99
995,1016,2024-10-03,signup,5.99,5.99
996,1016,2025-01-01,cancel,5.99,-5.99
997,1017,2024-09-14,signup,5.99,5.99
998,1017,2025-02-11,cancel,5.99,-5.99
999,1018,2025-02-08,signup,5.99,5.99
1000,1018,2025-11-05,cancel,5.99,-5.99
1001,1020,2024-04-20,signup,5.99,5.99
1002,1020,2024-07-19,cancel,5.99,-5.99
1003,1021,2024-09-02,signup,5.99,5.99
1004,1023,2025-01-04,signup,5.99,5.99
1005,1024,2025-04-04,signup,5.99,5.99
1006,1025,2024-10-20,signup,5.99,5.99
1007,1026,2024-06-27,signup,5.99,5.99
1008,1026,2024-08-26,cancel,5.99,-5.99
1009,1027,2025-03-14,signup,5.99,5.99
1010,1028,2024-10-21,signup,5.99,5.99
1011,1029,2024-08-04,signup,5.99,5.99
1012,1030,2025-09-19,signup,5.99,5.99
1013,1033,2025-03-27,signup,5.99,5.99
1014,1034,2024-11-26,signup,5.99,5.99
1015,1035,2025-03-07,signup,5.99,5.99
1016,1037,2024-04-09,signup,5.99,5.99
1017,1037,2024-12-05,cancel,5.99,-5.99
1018,1038,2024-07-12,signup,5.99,5.99
1019,1039,2024-02-17,signup,5.99,5.99
1020,1039,2024-08-15,cancel,5.99,-5.99
1021,1040,2025-01-10,signup,5.99,5.99
1022,1041,2024-10-05,signup,5.99,5.99
1023,1041,2025-06-02,cancel,5.99,-5.99
1024,1042,2025-08-11,signup,5.99,5.99
1025,1042,2025-11-09,cancel,5.99,-5.99
1026,1043,2024-06-21,signup,5.99,5.99
1027,1043,2024-07-21,cancel,5.99,-5.99
1028,1045,2024-05-08,signup,5.99,5.99
1029,1045,2024-06-07,cancel,5.99,-5.99
1030,1047,2024-10-04,signup,5.99,5.99
1031,1048,2025-06-19,signup,5.99,5.99
1032,1049,2025-07-07,signup,5.99,5.99
1033,1050,2024-04-14,signup,5.99,5.99
1034,1052,2025-10-06,signup,5.99,5.99
1035,1053,2024-02-22,signup,5.99,5.99
1036,1054,2024-12-10,signup,5.99,5.99
1037,1055,2024-10-15,signup,5.99,5.99
1038,1056,2024-06-23,signup,5.99,5.99
1039,1057,2024-07-24,signup,5.99,5.99
1040,1057,2024-08-23,cancel,5.99,-5.99
1041,1058,2024-07-11,signup,5.99,5.99
1042,1060,2024-05-30,signup,5.99,5.99
1043,1060,2024-11-26,cancel,5.99,-5.99
1044,1061,2025-11-19,signup,5.99,5.99
1045,1063,2024-09-03,signup,5.99,5.99
1046,1065,2024-08-28,signup,5.99,5.99
1047,1066,2024-03-05,signup,5.99,5.99
1048,1066,2025-09-26,cancel,5.99,-5.99
1049,1074,2024-09-28,signup,5.99,5.99
1050,1075,2025-09-21,signup,5.99,5.99
1051,1076,2025-02-23,signup,5.99,5.99
1052,1077,2024-05-02,signup,5.99,5.99
1053,1077,2024-10-29,cancel,5.99,-5.99
1054,1081,2024-07-15,signup,5.99,5.99
1055,1082,2024-03-05,signup,5.99,5.99
1056,1082,2024-12-30,cancel,5.99,-5.99
1057,1083,2024-09-30,signup,5.99,5.99
1058,1084,2024-09-23,signup,5.99,5.99
1059,1084,2024-11-22,cancel,5.99,-5.99
1060,1085,2024-12-15,signup,5.99,5.99
1061,1086,2024-11-09,signup,5.99,5.99
1062,1087,2024-11-08,signup,5.99,5.99
1063,1090,2025-07-28,signup,5.99,5.99
1064,1091,2024-09-27,signup,5.99,5.99
1065,1091,2024-11-26,cancel,5.99,-5.99
1066,1092,2024-08-17,signup,5.99,5.99
1067,1095,2025-07-04,signup,5.99,5.99
1068,1095,2025-08-03,cancel,5.99,-5.99
1069,1096,2025-02-24,signup,5.99,5.99
1070,1096,2025-05-25,cancel,5.99,-5.99
1071,1097,2024-06-19,signup,5.99,5.99
1072,1097,2025-06-14,cancel,5.99,-5.99
1073,1098,2024-07-25,signup,5.99,5.99
1074,1098,2024-09-23,cancel,5.99,-5.99
1075,1099,2024-04-10,signup,5.99,5.99
1076,1099,2024-05-10,cancel,5.99,-5.99
1077,1100,2024-07-24,signup,5.99,5.99
1078,1101,2024-06-10,signup,5.99,5.99
1079,1104,2025-03-26,signup,5.99,5.99
1080,1104,2025-05-25,cancel,5.99,-5.99
1081,1105,2025-05-09,signup,5.99,5.99
1082,1106,2025-03-18,signup,5.99,5.99
1083,1106,2025-10-14,cancel,5.99,-5.99
1084,1108,2024-11-06,signup,5.99,5.99
1085,1109,2024-08-04,signup,5.99,5.99
1086,1110,2025-08-06,signup,5.99,5.99
1087,1110,2025-10-05,cancel,5.99,-5.99
1088,1112,2024-05-09,signup,5.99,5.99
1089,1112,2024-06-08,cancel,5.99,-5.99
1090,1113,2024-07-28,signup,5.99,5.99
1091,1114,2024-03-28,signup,5.99,5.99
1092,1116,2024-12-21,signup,5.99,5.99
1093,1116,2025-06-19,cancel,5.99,-5.99
1094,1117,2024-04-03,signup,5.99,5.99
1095,1117,2024-06-02,cancel,5.99,-5.99
1096,1118,2024-05-28,signup,5.99,5.99
1097,1121,2024-10-15,signup,5.99,5.99
1098,1122,2024-06-20,signup,5.99,5.99
1099,1123,2024-07-28,signup,5.99,5.99
1100,1124,2024-04-11,signup,5.99,5.99
1101,1124,2025-01-06,cancel,5.99,-5.99
1102,1126,2024-06-17,signup,5.99,5.99
1103,1128,2024-09-06,signup,5.99,5.99
1104,1130,2024-11-08,signup,5.99,5.99
1105,1130,2025-11-03,cancel,5.99,-5.99
1106,1132,2024-11-14,signup,5.99,5.99
1107,1133,2025-01-23,signup,5.99,5.99
1108,1134,2024-04-22,signup,5.99,5.99
1109,1135,2025-06-20,signup,5.99,5.99
1110,1137,2025-02-05,signup,5.99,5.99
1111,1138,2024-04-21,signup,5.99,5.99
1112,1139,2024-04-26,signup,5.99,5.99
1113,1144,2024-06-14,signup,5.99,5.99
1114,1144,2025-06-09,cancel,5.99,-5.99
1115,1145,2024-07-25,signup,5.99,5.99
1116,1146,2025-03-16,signup,5.99,5.99
1117,1146,2025-05-15,cancel,5.99,-5.99
1118,1148,2024-07-24,signup,5.99,5.99
1119,1148,2024-08-23,cancel,5.99,-5.99
1120,1149,2025-02-05,signup,5.99,5.99
1121,1149,2025-04-06,cancel,5.99,-5.99
1122,1150,2025-11-21,signup,5.99,5.99
1123,1151,2025-05-10,signup,5.99,5.99
1124,1151,2025-06-09,cancel,5.99,-5.99
1125,1152,2024-07-16,signup,5.99,5.99
1126,1154,2024-08-17,signup,5.99,5.99
1127,1154,2024-12-15,cancel,5.99,-5.99
1128,1157,2025-01-31,signup,5.99,5.99
1129,1158,2024-08-03,signup,5.99,5.99
1130,1159,2024-04-01,signup,5.99,5.99
1131,1160,2024-09-07,signup,5.99,5.99
1132,1163,2024-06-07,signup,5.99,5.99
1133,1164,2025-02-14,signup,5.99,5.99
1134,1165,2024-10-31,signup,5.99,5.99
1135,1165,2024-12-30,cancel,5.99,-5.99
1136,1166,2024-05-16,signup,5.99,5.99
1137,1166,2024-08-14,cancel,5.99,-5.99
1138,1167,2024-09-02,signup,5.99,5.99
1139,1167,2025-08-28,cancel,5.99,-5.99
1140,1168,2024-05-11,signup,5.99,5.99
1141,1170,2024-07-18,signup,5.99,5.99
1142,1170,2025-03-15,cancel,5.99,-5.99
1143,1171,2025-07-20,signup,5.99,5.99
1144,1172,2024-08-23,signup,5.99,5.99
1145,1173,2024-08-11,signup,5.99,5.99
1146,1174,2024-09-27,signup,5.99,5.99
1147,1174,2024-10-27,cancel,5.99,-5.99
1148,1175,2024-06-21,signup,5.99,5.99
1149,1177,2025-05-25,signup,5.99,5.99
1150,1178,2024-05-04,signup,5.99,5.99
1151,1178,2024-10-01,cancel,5.99,-5.99
1152,1179,2024-11-11,signup,5.99,5.99
1153,1180,2024-10-03,signup,5.99,5.99
1154,1180,2025-03-02,cancel,5.99,-5.99
1155,1184,2024-07-30,signup,5.99,5.99
1156,1185,2024-02-20,signup,5.99,5.99
1157,1188,2024-10-06,signup,5.99,5.99
1158,1189,2024-11-04,signup,5.99,5.99
1159,1190,2024-08-22,signup,5.99,5.99
1160,1191,2025-10-17,signup,5.99,5.99
1161,1193,2024-11-21,signup,5.99,5.99
1162,1196,2024-06-02,signup,5.99,5.99
1163,1196,2024-07-02,cancel,5.99,-5.99
1164,1197,2024-11-14,signup,5.99,5.99
1165,1202,2025-06-07,signup,5.99,5.99
1166,1202,2025-10-05,cancel,5.99,-5.99
1167,1203,2024-09-24,signup,5.99,5.99
1168,1203,2024-12-23,cancel,5.99,-5.99
1169,1205,2024-05-15,signup,5.99,5.99
1170,1205,2024-08-13,cancel,5.99,-5.99
1171,1207,2025-01-17,signup,5.99,5.99
1172,1208,2024-10-29,signup,5.99,5.99
1173,1208,2024-11-28,cancel,5.99,-5.99
1174,1209,2025-05-04,signup,5.99,5.99
1175,1211,2024-09-04,signup,5.99,5.99
1176,1211,2024-10-04,cancel,5.99,-5.99
1177,1212,2024-04-24,signup,5.99,5.99
1178,1214,2024-09-06,signup,5.99,5.99
1179,1214,2024-12-05,cancel,5.99,-5.99
1180,1215,2024-08-07,signup,5.99,5.99
1181,1216,2024-11-01,signup,5.99,5.99
1182,1216,2024-12-31,cancel,5.99,-5.99
1183,1219,2024-10-29,signup,5.99,5.99
1184,1220,2024-09-04,signup,5.99,5.99
1185,1222,2024-05-21,signup,5.99,5.99
1186,1224,2024-06-02,signup,5.99,5.99
1187,1226,2024-07-19,signup,5.99,5.99
1188,1227,2025-01-31,signup,5.99,5.99
1189,1227,2025-03-02,cancel,5.99,-5.99
1190,1228,2024-08-24,signup,5.99,5.99
1191,1228,2024-10-23,cancel,5.99,-5.99
1192,1231,2024-06-11,signup,5.99,5.99
1193,1231,2024-09-09,cancel,5.99,-5.99
1194,1232,2024-09-09,signup,5.99,5.99
1195,1232,2024-11-08,cancel,5.99,-5.99
1196,1234,2024-12-10,signup,5.99,5.99
1197,1236,2024-11-20,signup,5.99,5.99
1198,1236,2025-01-19,cancel,5.99,-5.99
1199,1238,2024-11-14,signup,5.99,5.99
1200,1239,2025-01-04,signup,5.99,5.99
1201,1239,2025-02-03,cancel,5.99,-5.99
1202,1240,2025-05-04,signup,5.99,5.99
1203,1243,2024-09-22,signup,5.99,5.99
1204,1243,2025-03-21,cancel,5.99,-5.99
1205,1244,2024-07-20,signup,5.99,5.99
1206,1245,2024-09-19,signup,5.99,5.99
1207,1246,2025-01-19,signup,5.99,5.99
1208,1246,2025-06-18,cancel,5.99,-5.99
1209,1247,2025-01-17,signup,5.99,5.99
1210,1247,2025-08-15,cancel,5.99,-5.99
1211,1248,2024-12-20,signup,5.99,5.99
1212,1248,2025-11-15,cancel,5.99,-5.99
1213,1249,2025-08-02,signup,5.99,5.99
1214,1250,2024-07-29,signup,5.99,5.99
1215,1250,2024-08-28,cancel,5.99,-5.99
