snapshot_hour_utc,appid,rank,last_week_rank,peak_in_game
2026-08-30T00,250900,9,9,91563
2026-08-30T00,2868840,10,11,98320
2026-08-30T00,2767030,11,8,96348
2026-08-30T00,2676230,12,13,177903
2026-08-30T00,553850,13,7,69855
2026-08-30T00,3405690,14,12,83693
2026-08-30T00,359550,15,15,80179
2026-08-30T00,381210,16,22,73035
2026-08-30T00,236390,17,19,82100
2026-08-30T00,2357570,18,16,68697
2026-08-30T00,105600,19,18,66551
2026-08-30T00,322170,20,20,51621
2026-08-30T00,3240220,21,26,84417
2026-08-30T00,4783780,22,36,113562
2026-08-30T00,3527290,23,14,56372
2026-08-30T00,2807960,24,17,51167
2026-08-30T00,413150,25,23,89519
2026-08-30T00,108600,26,21,83697
2026-08-30T00,1422450,27,24,76488
2026-08-30T00,252490,28,25,124952
2026-08-30T00,2507950,29,28,112831
2026-08-30T00,1973530,30,27,38657
2026-08-30T00,230410,31,29,62814
2026-08-30T00,440,32,30,59950
2026-08-30T00,227300,33,31,44574
2026-08-30T00,1091500,34,34,48857
2026-08-30T00,550,35,32,32508
2026-08-30T00,438100,36,33,58837
2026-08-30T00,1086940,37,35,58880
2026-08-30T00,1245620,38,51,42013
2026-08-30T00,1174180,39,50,42994
2026-08-30T00,2075800,40,-1,67892
2026-08-30T00,1203220,41,37,67328
2026-08-30T00,1938090,42,39,32441
2026-08-30T00,394360,43,40,53823
2026-08-30T00,3241660,44,41,28608
2026-08-30T00,322330,45,42,52382
2026-08-30T00,2483190,46,44,28731
2026-08-30T00,3678970,47,38,93482
2026-08-30T00,284160,48,46,24870
2026-08-30T00,4000,49,47,32906
2026-08-30T00,1449850,50,45,17694
2026-08-30T00,1281930,51,49,36741
2026-08-30T00,1665460,52,48,25746
2026-08-30T00,252950,53,52,27240
2026-08-30T00,1142710,54,54,41668
2026-08-30T00,1364780,55,60,35830
2026-08-30T00,1222670,56,58,28911
2026-08-30T00,2358720,57,63,42139
2026-08-30T00,1905180,58,61,33716
2026-08-30T00,3513350,59,57,15250
2026-08-30T00,489830,60,56,29785
2026-08-30T00,289070,61,62,43002
2026-08-30T00,261550,62,65,42533
2026-08-30T00,4704690,63,53,14130
2026-08-30T00,1808500,64,64,30213
2026-08-30T00,291550,65,66,14802
2026-08-30T00,2300320,66,69,44141
2026-08-30T00,251570,67,73,36771
2026-08-30T00,945360,68,71,15425
2026-08-30T00,2073620,69,72,32535
2026-08-30T00,3419430,70,59,156584
2026-08-30T00,221100,71,75,51116
2026-08-30T00,292030,72,100,23085
2026-08-30T00,1366800,73,68,40310
2026-08-30T00,3472040,74,67,23030
2026-08-30T00,3321460,75,159,22698
2026-08-30T00,3551340,76,77,47550
2026-08-30T00,1085660,77,74,22604
2026-08-30T00,714010,78,79,6457
2026-08-30T00,2694490,79,101,21598
2026-08-30T00,2073850,80,85,17217
2026-08-30T00,244210,81,83,13015
2026-08-30T00,1643320,82,76,30101
2026-08-30T00,594650,83,94,26691
2026-08-30T00,813780,84,87,22395
2026-08-30T00,294100,85,81,32777
2026-08-30T00,739630,86,92,14358
2026-08-30T00,1943950,87,137,17597
2026-08-30T00,2622380,88,91,31565
2026-08-30T00,960090,89,82,9678
2026-08-30T00,4162040,90,89,11268
2026-08-30T00,1158310,91,84,26032
2026-08-30T00,3932890,92,86,38610
2026-08-30T00,2584270,93,70,22220
2026-08-30T00,2584990,94,144,23059
2026-08-30T00,1329410,95,93,14623
2026-08-30T00,629520,96,95,18430
2026-08-30T00,238960,97,78,27090
2026-08-30T00,1551360,98,143,15397
2026-08-30T00,2139460,99,139,23830
2026-08-30T00,1144200,100,97,10005
2026-08-30T08,730,1,1,1282502
2026-08-30T08,570,2,2,947995
2026-08-30T08,578080,3,3,729602
2026-08-30T08,431960,4,4,116791
2026-08-30T08,4001890,5,9,261588
2026-08-30T08,1172470,6,5,275380
2026-08-30T08,4783780,7,25,98306
2026-08-30T08,1623730,8,6,198776
2026-08-30T08,271590,9,11,91642
2026-08-30T08,250900,10,10,95234
2026-08-30T08,2868840,11,12,104091
2026-08-30T08,553850,12,7,83279
2026-08-30T08,2767030,13,8,101499
2026-08-30T08,2676230,14,15,189903
2026-08-30T08,3405690,15,13,96124
2026-08-30T08,359550,16,16,93585
2026-08-30T08,381210,17,23,78215
2026-08-30T08,2357570,18,18,74742
2026-08-30T08,105600,19,17,73018
2026-08-30T08,236390,20,20,85830
2026-08-30T08,3240220,21,26,93558
2026-08-30T08,3527290,22,14,61440
2026-08-30T08,322170,23,22,61029
2026-08-30T08,2807960,24,19,58053
2026-08-30T08,413150,25,24,98015
2026-08-30T08,108600,26,21,99903
2026-08-30T08,1422450,27,27,84642
2026-08-30T08,2507950,28,30,114293
2026-08-30T08,252490,29,28,124616
2026-08-30T08,1973530,30,31,35957
2026-08-30T08,230410,31,29,68956
2026-08-30T08,440,32,34,63488
2026-08-30T08,227300,33,32,48168
2026-08-30T08,1091500,34,36,57820
2026-08-30T08,550,35,33,38085
2026-08-30T08,1174180,36,47,53446
2026-08-30T08,438100,37,37,64781
2026-08-30T08,1086940,38,35,72505
2026-08-30T08,1245620,39,52,50021
2026-08-30T08,1203220,40,38,67844
2026-08-30T08,2075800,41,-1,74834
2026-08-30T08,3241660,42,39,32000
2026-08-30T08,394360,43,40,58859
2026-08-30T08,322330,44,43,54655
2026-08-30T08,1938090,45,44,28808
2026-08-30T08,2483190,46,45,29222
2026-08-30T08,284160,47,46,28604
2026-08-30T08,4000,48,48,36223
2026-08-30T08,1281930,49,51,39273
2026-08-30T08,3678970,50,42,92188
2026-08-30T08,1142710,51,54,48624
2026-08-30T08,1665460,52,53,27017
2026-08-30T08,1449850,53,50,17434
2026-08-30T08,252950,54,55,26708
2026-08-30T08,4704690,55,49,16905
2026-08-30T08,2358720,56,56,43843
2026-08-30T08,1222670,57,57,33196
2026-08-30T08,1364780,58,60,34849
2026-08-30T08,489830,59,58,35561
2026-08-30T08,289070,60,59,49050
2026-08-30T08,261550,61,62,48138
2026-08-30T08,1905180,62,64,31484
2026-08-30T08,3513350,63,61,15479
2026-08-30T08,1808500,64,63,33859
2026-08-30T08,251570,65,66,44596
2026-08-30T08,291550,66,65,15683
2026-08-30T08,292030,67,97,28123
2026-08-30T08,2300320,68,68,47918
2026-08-30T08,945360,69,70,16721
2026-08-30T08,3321460,70,150,32194
2026-08-30T08,221100,71,73,57278
2026-08-30T08,2073620,72,76,35390
2026-08-30T08,3472040,73,67,23966
2026-08-30T08,1366800,74,72,43952
2026-08-30T08,3419430,75,69,160288
2026-08-30T08,1085660,76,74,26007
2026-08-30T08,1643320,77,75,36187
2026-08-30T08,244210,78,82,14248
2026-08-30T08,3551340,79,78,51259
2026-08-30T08,714010,80,83,6310
2026-08-30T08,594650,81,94,29899
2026-08-30T08,813780,82,84,26016
2026-08-30T08,2073850,83,86,18528
2026-08-30T08,739630,84,91,15748
2026-08-30T08,294100,85,79,37702
2026-08-30T08,2622380,86,88,34386
2026-08-30T08,2694490,87,102,24350
2026-08-30T08,960090,88,85,11670
2026-08-30T08,1551360,89,139,17019
2026-08-30T08,1158310,90,80,30093
2026-08-30T08,1144200,91,95,11641
2026-08-30T08,2139460,92,138,28513
2026-08-30T08,2584270,93,71,25795
2026-08-30T08,2183900,94,96,16518
2026-08-30T08,3932890,95,89,41511
2026-08-30T08,2246340,96,92,24714
2026-08-30T08,1329410,97,98,14697
2026-08-30T08,4162040,98,93,11035
2026-08-30T08,1943950,99,135,16404
2026-08-30T08,1478500,100,77,19564
2026-08-30T14,730,1,1,1282502
2026-08-30T14,570,2,2,947995
2026-08-30T14,578080,3,3,729602
2026-08-30T14,431960,4,4,116791
2026-08-30T14,4001890,5,9,261588
2026-08-30T14,1172470,6,5,275380
2026-08-30T14,4783780,7,25,98306
2026-08-30T14,1623730,8,6,198776
2026-08-30T14,271590,9,11,91642
2026-08-30T14,250900,10,10,95234
2026-08-30T14,2868840,11,12,104091
2026-08-30T14,553850,12,7,83279
2026-08-30T14,2767030,13,8,101499
2026-08-30T14,2676230,14,15,189903
2026-08-30T14,3405690,15,13,96124
2026-08-30T14,359550,16,16,93585
2026-08-30T14,381210,17,23,78215
2026-08-30T14,2357570,18,18,74742
2026-08-30T14,105600,19,17,73018
2026-08-30T14,236390,20,20,85830
2026-08-30T14,3240220,21,26,93558
2026-08-30T14,3527290,22,14,61440
2026-08-30T14,322170,23,22,61029
2026-08-30T14,2807960,24,19,58053
2026-08-30T14,413150,25,24,98015
2026-08-30T14,108600,26,21,99903
2026-08-30T14,1422450,27,27,84642
2026-08-30T14,2507950,28,30,114293
2026-08-30T14,252490,29,28,124616
2026-08-30T14,1973530,30,31,35957
2026-08-30T14,230410,31,29,68956
2026-08-30T14,440,32,34,63488
2026-08-30T14,227300,33,32,48168
2026-08-30T14,1091500,34,36,57820
2026-08-30T14,550,35,33,38085
2026-08-30T14,1174180,36,47,53446
2026-08-30T14,438100,37,37,64781
2026-08-30T14,1086940,38,35,72505
2026-08-30T14,1245620,39,52,50021
2026-08-30T14,1203220,40,38,67844
2026-08-30T14,2075800,41,-1,74834
2026-08-30T14,3241660,42,39,32000
2026-08-30T14,394360,43,40,58859
2026-08-30T14,322330,44,43,54655
2026-08-30T14,1938090,45,44,28808
2026-08-30T14,2483190,46,45,29222
2026-08-30T14,284160,47,46,28604
2026-08-30T14,4000,48,48,36223
2026-08-30T14,1281930,49,51,39273
2026-08-30T14,3678970,50,42,92188
2026-08-30T14,1142710,51,54,48624
2026-08-30T14,1665460,52,53,27017
2026-08-30T14,1449850,53,50,17434
2026-08-30T14,252950,54,55,26708
2026-08-30T14,4704690,55,49,16905
2026-08-30T14,2358720,56,56,43843
2026-08-30T14,1222670,57,57,33196
2026-08-30T14,1364780,58,60,34849
2026-08-30T14,489830,59,58,35561
2026-08-30T14,289070,60,59,49050
2026-08-30T14,261550,61,62,48138
2026-08-30T14,1905180,62,64,31484
2026-08-30T14,3513350,63,61,15479
2026-08-30T14,1808500,64,63,33859
2026-08-30T14,251570,65,66,44596
2026-08-30T14,291550,66,65,15683
2026-08-30T14,292030,67,97,28123
2026-08-30T14,2300320,68,68,47918
2026-08-30T14,945360,69,70,16721
2026-08-30T14,3321460,70,150,32194
2026-08-30T14,221100,71,73,57278
2026-08-30T14,2073620,72,76,35390
2026-08-30T14,3472040,73,67,23966
2026-08-30T14,1366800,74,72,43952
2026-08-30T14,3419430,75,69,160288
2026-08-30T14,1085660,76,74,26007
2026-08-30T14,1643320,77,75,36187
2026-08-30T14,244210,78,82,14248
2026-08-30T14,3551340,79,78,51259
2026-08-30T14,714010,80,83,6310
2026-08-30T14,594650,81,94,29899
2026-08-30T14,813780,82,84,26016
2026-08-30T14,2073850,83,86,18528
2026-08-30T14,739630,84,91,15748
2026-08-30T14,294100,85,79,37702
2026-08-30T14,2622380,86,88,34386
2026-08-30T14,2694490,87,102,24350
2026-08-30T14,960090,88,85,11670
2026-08-30T14,1551360,89,139,17019
2026-08-30T14,1158310,90,80,30093
2026-08-30T14,1144200,91,95,11641
2026-08-30T14,2139460,92,138,28513
2026-08-30T14,2584270,93,71,25795
2026-08-30T14,2183900,94,96,16518
2026-08-30T14,3932890,95,89,41511
2026-08-30T14,2246340,96,92,24714
2026-08-30T14,1329410,97,98,14697
2026-08-30T14,4162040,98,93,11035
2026-08-30T14,1943950,99,135,16404
2026-08-30T14,1478500,100,77,19564
2026-08-30T19,730,1,1,1282502
2026-08-30T19,570,2,2,947995
2026-08-30T19,578080,3,3,729602
2026-08-30T19,431960,4,4,116791
2026-08-30T19,4001890,5,9,261588
2026-08-30T19,1172470,6,5,275380
2026-08-30T19,4783780,7,25,98306
2026-08-30T19,1623730,8,6,198776
2026-08-30T19,271590,9,11,91642
2026-08-30T19,250900,10,10,95234
2026-08-30T19,2868840,11,12,104091
2026-08-30T19,553850,12,7,83279
2026-08-30T19,2767030,13,8,101499
2026-08-30T19,2676230,14,15,189903
2026-08-30T19,3405690,15,13,96124
2026-08-30T19,359550,16,16,93585
2026-08-30T19,381210,17,23,78215
2026-08-30T19,2357570,18,18,74742
2026-08-30T19,105600,19,17,73018
2026-08-30T19,236390,20,20,85830
2026-08-30T19,3240220,21,26,93558
2026-08-30T19,3527290,22,14,61440
2026-08-30T19,322170,23,22,61029
2026-08-30T19,2807960,24,19,58053
2026-08-30T19,413150,25,24,98015
2026-08-30T19,108600,26,21,99903
2026-08-30T19,1422450,27,27,84642
2026-08-30T19,2507950,28,30,114293
2026-08-30T19,252490,29,28,124616
2026-08-30T19,1973530,30,31,35957
2026-08-30T19,230410,31,29,68956
2026-08-30T19,440,32,34,63488
2026-08-30T19,227300,33,32,48168
2026-08-30T19,1091500,34,36,57820
2026-08-30T19,550,35,33,38085
2026-08-30T19,1174180,36,47,53446
2026-08-30T19,438100,37,37,64781
2026-08-30T19,1086940,38,35,72505
2026-08-30T19,1245620,39,52,50021
2026-08-30T19,1203220,40,38,67844
2026-08-30T19,2075800,41,-1,74834
2026-08-30T19,3241660,42,39,32000
2026-08-30T19,394360,43,40,58859
2026-08-30T19,322330,44,43,54655
2026-08-30T19,1938090,45,44,28808
2026-08-30T19,2483190,46,45,29222
2026-08-30T19,284160,47,46,28604
2026-08-30T19,4000,48,48,36223
2026-08-30T19,1281930,49,51,39273
2026-08-30T19,3678970,50,42,92188
2026-08-30T19,1142710,51,54,48624
2026-08-30T19,1665460,52,53,27017
2026-08-30T19,1449850,53,50,17434
2026-08-30T19,252950,54,55,26708
2026-08-30T19,4704690,55,49,16905
2026-08-30T19,2358720,56,56,43843
2026-08-30T19,1222670,57,57,33196
2026-08-30T19,1364780,58,60,34849
2026-08-30T19,489830,59,58,35561
2026-08-30T19,289070,60,59,49050
2026-08-30T19,261550,61,62,48138
2026-08-30T19,1905180,62,64,31484
2026-08-30T19,3513350,63,61,15479
2026-08-30T19,1808500,64,63,33859
2026-08-30T19,251570,65,66,44596
2026-08-30T19,291550,66,65,15683
2026-08-30T19,292030,67,97,28123
2026-08-30T19,2300320,68,68,47918
2026-08-30T19,945360,69,70,16721
2026-08-30T19,3321460,70,150,32194
2026-08-30T19,221100,71,73,57278
2026-08-30T19,2073620,72,76,35390
2026-08-30T19,3472040,73,67,23966
2026-08-30T19,1366800,74,72,43952
2026-08-30T19,3419430,75,69,160288
2026-08-30T19,1085660,76,74,26007
2026-08-30T19,1643320,77,75,36187
2026-08-30T19,244210,78,82,14248
2026-08-30T19,3551340,79,78,51259
2026-08-30T19,714010,80,83,6310
2026-08-30T19,594650,81,94,29899
2026-08-30T19,813780,82,84,26016
2026-08-30T19,2073850,83,86,18528
2026-08-30T19,739630,84,91,15748
2026-08-30T19,294100,85,79,37702
2026-08-30T19,2622380,86,88,34386
2026-08-30T19,2694490,87,102,24350
2026-08-30T19,960090,88,85,11670
2026-08-30T19,1551360,89,139,17019
2026-08-30T19,1158310,90,80,30093
2026-08-30T19,1144200,91,95,11641
2026-08-30T19,2139460,92,138,28513
2026-08-30T19,2584270,93,71,25795
2026-08-30T19,2183900,94,96,16518
2026-08-30T19,3932890,95,89,41511
2026-08-30T19,2246340,96,92,24714
2026-08-30T19,1329410,97,98,14697
2026-08-30T19,4162040,98,93,11035
2026-08-30T19,1943950,99,135,16404
2026-08-30T19,1478500,100,77,19564
2026-08-30T22,730,1,1,1282502
2026-08-30T22,570,2,2,947995
2026-08-30T22,578080,3,3,729602
2026-08-30T22,431960,4,4,116791
2026-08-30T22,4001890,5,9,261588
2026-08-30T22,1172470,6,5,275380
2026-08-30T22,4783780,7,25,98306
2026-08-30T22,1623730,8,6,198776
2026-08-30T22,271590,9,11,91642
2026-08-30T22,250900,10,10,95234
2026-08-30T22,2868840,11,12,104091
2026-08-30T22,553850,12,7,83279
2026-08-30T22,2767030,13,8,101499
2026-08-30T22,2676230,14,15,189903
2026-08-30T22,3405690,15,13,96124
2026-08-30T22,359550,16,16,93585
2026-08-30T22,381210,17,23,78215
2026-08-30T22,2357570,18,18,74742
2026-08-30T22,105600,19,17,73018
2026-08-30T22,236390,20,20,85830
2026-08-30T22,3240220,21,26,93558
2026-08-30T22,3527290,22,14,61440
2026-08-30T22,322170,23,22,61029
2026-08-30T22,2807960,24,19,58053
2026-08-30T22,413150,25,24,98015
2026-08-30T22,108600,26,21,99903
2026-08-30T22,1422450,27,27,84642
2026-08-30T22,2507950,28,30,114293
2026-08-30T22,252490,29,28,124616
2026-08-30T22,1973530,30,31,35957
2026-08-30T22,230410,31,29,68956
2026-08-30T22,440,32,34,63488
2026-08-30T22,227300,33,32,48168
2026-08-30T22,1091500,34,36,57820
2026-08-30T22,550,35,33,38085
2026-08-30T22,1174180,36,47,53446
2026-08-30T22,438100,37,37,64781
2026-08-30T22,1086940,38,35,72505
2026-08-30T22,1245620,39,52,50021
2026-08-30T22,1203220,40,38,67844
2026-08-30T22,2075800,41,-1,74834
2026-08-30T22,3241660,42,39,32000
2026-08-30T22,394360,43,40,58859
2026-08-30T22,322330,44,43,54655
2026-08-30T22,1938090,45,44,28808
2026-08-30T22,2483190,46,45,29222
2026-08-30T22,284160,47,46,28604
2026-08-30T22,4000,48,48,36223
2026-08-30T22,1281930,49,51,39273
2026-08-30T22,3678970,50,42,92188
2026-08-30T22,1142710,51,54,48624
2026-08-30T22,1665460,52,53,27017
2026-08-30T22,1449850,53,50,17434
2026-08-30T22,252950,54,55,26708
2026-08-30T22,4704690,55,49,16905
2026-08-30T22,2358720,56,56,43843
2026-08-30T22,1222670,57,57,33196
2026-08-30T22,1364780,58,60,34849
2026-08-30T22,489830,59,58,35561
2026-08-30T22,289070,60,59,49050
2026-08-30T22,261550,61,62,48138
2026-08-30T22,1905180,62,64,31484
2026-08-30T22,3513350,63,61,15479
2026-08-30T22,1808500,64,63,33859
2026-08-30T22,251570,65,66,44596
2026-08-30T22,291550,66,65,15683
2026-08-30T22,292030,67,97,28123
2026-08-30T22,2300320,68,68,47918
2026-08-30T22,945360,69,70,16721
2026-08-30T22,3321460,70,150,32194
2026-08-30T22,221100,71,73,57278
2026-08-30T22,2073620,72,76,35390
2026-08-30T22,3472040,73,67,23966
2026-08-30T22,1366800,74,72,43952
2026-08-30T22,3419430,75,69,160288
2026-08-30T22,1085660,76,74,26007
2026-08-30T22,1643320,77,75,36187
2026-08-30T22,244210,78,82,14248
2026-08-30T22,3551340,79,78,51259
2026-08-30T22,714010,80,83,6310
2026-08-30T22,594650,81,94,29899
2026-08-30T22,813780,82,84,26016
2026-08-30T22,2073850,83,86,18528
2026-08-30T22,739630,84,91,15748
2026-08-30T22,294100,85,79,37702
2026-08-30T22,2622380,86,88,34386
2026-08-30T22,2694490,87,102,24350
2026-08-30T22,960090,88,85,11670
2026-08-30T22,1551360,89,139,17019
2026-08-30T22,1158310,90,80,30093
2026-08-30T22,1144200,91,95,11641
2026-08-30T22,2139460,92,138,28513
2026-08-30T22,2584270,93,71,25795
2026-08-30T22,2183900,94,96,16518
2026-08-30T22,3932890,95,89,41511
2026-08-30T22,2246340,96,92,24714
2026-08-30T22,1329410,97,98,14697
2026-08-30T22,4162040,98,93,11035
2026-08-30T22,1943950,99,135,16404
2026-08-30T22,1478500,100,77,19564
2026-08-31T05,730,1,1,1343038
2026-08-31T05,570,2,2,963976
2026-08-31T05,578080,3,3,744374
2026-08-31T05,431960,4,4,117865
2026-08-31T05,4001890,5,6,240308
2026-08-31T05,1172470,6,5,278891
2026-08-31T05,1623730,7,7,204851
2026-08-31T05,271590,8,10,96860
2026-08-31T05,2868840,9,12,105320
2026-08-31T05,250900,10,11,96669
2026-08-31T05,4783780,11,30,87755
2026-08-31T05,553850,12,8,82073
2026-08-31T05,2767030,13,9,99369
2026-08-31T05,2676230,14,15,201812
2026-08-31T05,359550,15,16,103722
2026-08-31T05,3405690,16,13,96647
2026-08-31T05,381210,17,22,81669
2026-08-31T05,3240220,18,25,99893
2026-08-31T05,2357570,19,18,77868
2026-08-31T05,105600,20,17,73808
2026-08-31T05,236390,21,20,87619
2026-08-31T05,3527290,22,14,61531
2026-08-31T05,2807960,23,19,62897
2026-08-31T05,322170,24,23,61712
2026-08-31T05,413150,25,24,101137
2026-08-31T05,108600,26,21,106873
2026-08-31T05,1422450,27,26,90934
2026-08-31T05,2507950,28,29,115589
2026-08-31T05,252490,29,27,120326
2026-08-31T05,230410,30,28,70771
2026-08-31T05,1973530,31,31,33636
2026-08-31T05,1174180,32,46,59125
2026-08-31T05,227300,33,32,52952
2026-08-31T05,1091500,34,35,61668
2026-08-31T05,1086940,35,33,80399
2026-08-31T05,550,36,34,40164
2026-08-31T05,440,37,36,60891
2026-08-31T05,438100,38,37,64170
2026-08-31T05,1245620,39,49,52413
2026-08-31T05,3241660,40,40,33220
2026-08-31T05,1203220,41,39,67660
2026-08-31T05,2075800,42,-1,77889
2026-08-31T05,394360,43,41,58104
2026-08-31T05,322330,44,42,54070
2026-08-31T05,2483190,45,50,29728
2026-08-31T05,1938090,46,43,32867
2026-08-31T05,284160,47,45,30218
2026-08-31T05,4000,48,48,39117
2026-08-31T05,1281930,49,47,39833
2026-08-31T05,1142710,50,53,50443
2026-08-31T05,3678970,51,44,92925
2026-08-31T05,1449850,52,51,17575
2026-08-31T05,252950,53,56,28168
2026-08-31T05,1665460,54,54,26456
2026-08-31T05,1222670,55,57,36764
2026-08-31T05,489830,56,58,39694
2026-08-31T05,4704690,57,52,16115
2026-08-31T05,289070,58,59,48715
2026-08-31T05,2358720,59,55,43250
2026-08-31T05,1364780,60,62,33601
2026-08-31T05,261550,61,60,50374
2026-08-31T05,2300320,62,64,56718
2026-08-31T05,251570,63,65,47479
2026-08-31T05,1808500,64,63,37173
2026-08-31T05,292030,65,93,31959
2026-08-31T05,3321460,66,144,37096
2026-08-31T05,1905180,67,66,32111
2026-08-31T05,3513350,68,61,15688
2026-08-31T05,291550,69,67,16696
2026-08-31T05,221100,70,73,62430
2026-08-31T05,945360,71,71,18325
2026-08-31T05,2073620,72,74,38463
2026-08-31T05,1366800,73,72,45555
2026-08-31T05,3472040,74,70,23297
2026-08-31T05,1643320,75,75,39674
2026-08-31T05,739630,76,88,18055
2026-08-31T05,3419430,77,69,160308
2026-08-31T05,3551340,78,78,54219
2026-08-31T05,1085660,79,76,26252
2026-08-31T05,594650,80,92,30808
2026-08-31T05,244210,81,82,14348
2026-08-31T05,813780,82,81,26525
2026-08-31T05,2073850,83,84,20640
2026-08-31T05,294100,84,79,38784
2026-08-31T05,714010,85,83,6274
2026-08-31T05,2139460,86,134,32372
2026-08-31T05,2622380,87,87,33982
2026-08-31T05,1551360,88,143,18088
2026-08-31T05,1144200,89,94,12229
2026-08-31T05,1158310,90,80,31027
2026-08-31T05,2584270,91,68,28086
2026-08-31T05,960090,92,85,12054
2026-08-31T05,2694490,93,102,26310
2026-08-31T05,892970,94,95,30901
2026-08-31T05,1478500,95,77,20820
2026-08-31T05,2246340,96,96,24694
2026-08-31T05,2183900,97,99,17037
2026-08-31T05,3932890,98,90,42251
2026-08-31T05,1329410,99,98,15271
2026-08-31T05,2399830,100,107,38404
